document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p173.s1,동일 polynomial threshold workload에서 EVA가 생성한 scale 20·30·40 후보를 비교했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p173.s2,Scale 20은 500개 validation 입력과 3개 context에서 133회의 판단 반전을 일으켰고 최대 절대 오차는 1.2115였다.,YES,eva_substantial_population_and_locked_audit;finite_scope_decision_integrity,docs/evidence/focused_external_comparison_v8/claim_admission.json;direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,V8 external-comparison declared workload and runtime scope | declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p173.s4,"사전에 정한 선택 규칙은 scale 30을 고정했고, 별도의 500개 audit에서도 flip 0, retuning 0으로 SAFE였다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p173.s5,이는 작은 절대 오차만 확인하는 대신 응용 판단을 직접 검사해야 함을 보여준다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p176.s3,EVA scale candidates: numerical error and decision flips.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p177.s2,EVA scale별 validation 및 설정 고정 최종 검증.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p178.s1,EVA scale,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p185.s1,S20,NO,eva_substantial_population_and_locked_audit,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p192.s1,S30,NO,eva_substantial_population_and_locked_audit,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p199.s1,S40,NO,eva_substantial_population_and_locked_audit,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p206.s1,S30,NO,eva_substantial_population_and_locked_audit,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p207.s1,Locked audit,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p213.s1,S40,NO,eva_substantial_population_and_locked_audit,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.1 RQ1: 공격적인 후보는 실제로 판단을 바꾸는가?,p214.s1,Locked audit,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p222.s1,HEIR-Lattigo와 HEIR-OpenFHE는 exact operation order를 가진 같은 polynomial workload의 validation 500개와 audit 500개에서 판단 반전과 오차 기준 위반이 0이었다.,NO,heir_decision_bearing_shared_polynomial;finite_scope_decision_integrity,docs/evidence/focused_external_comparison_v8/claim_admission.json;direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,V8 external-comparison declared workload and runtime scope | declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p222.s2,HEIR-Lattigo는 Security-V2를 통과했고 FlipGuard·catalog와 같은 Lattigo v6.2.0 harness에 연결됐다.,YES,heir_decision_bearing_shared_polynomial;security_attestation,docs/evidence/focused_external_comparison_v8/claim_admission.json;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"V8 external-comparison declared workload and runtime scope | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p222.s3,"Common harness의 평균 total latency는 HEIR 49.06 ms, direct 61.19 ms, catalog 312.70 ms였다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p222.s4,그러나 direct는 한 V_amb 입력에서 반복 측정 중 8회 flip이 발생했으므로 HEIR/direct 및 catalog/direct 성능 주장은 차단했다.,YES,paired_latency;direct_repeat_flip_classification,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms | V9 external comparison scope",EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p222.s5,"안정적인 catalog와 HEIR 사이에서만 catalog/HEIR ratio 6.3935, 95% CI [6.3612, 6.4271]을 허용했다.",YES,p3_catalog_over_heir_latency,,SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p225.s3,Exact shared polynomial candidates in a common Lattigo executor.,NO,heir_decision_bearing_shared_polynomial,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p226.s2,동일 Lattigo 실행기의 exact graph 후보 결과.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p239.s1,Security-V2 PASS,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p246.s1,Security-V2 PASS,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p249.s1,312.70,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.2 RQ2: 서로 다른 구성 생성기를 같은 기준으로 비교할 수 있는가?,p253.s1,Security-V2 PASS,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p256.s1,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,NO,formal_trial_reduction;scoped_direct_synthesis,final_suite;bounded_oracle;direct_confirmatory;direct_development,SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p257.s1,50개 workload-partition에서 Security-V2 고정 후보군은 700개의 후보를 포함했다.,YES,formal_trial_reduction;security_attestation,final_suite;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p257.s2,FlipGuard direct는 70회의 후보 실행으로 모든 instance에서 SAFE 구성을 찾았다.,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p257.s3,"Instance당 평균 1.4회, 중앙값 1회, IQR 1, 최댓값 2회였으며 30개는 첫 후보에서, 20개는 한 번의 수치 보정 후 선택됐다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p257.s4,Confirmatory 40개 선택 구성은 설정 고정 최종 검증을 모두 통과했고 판단 반전·보정은 0이었다.,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p257.s5,"동일 host paired protocol에서 catalog/direct total-latency ratio의 dataset-model cluster 기하평균은 3.1407, 95% CI [2.3423, 4.2153]이었다.",NO,paired_latency,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms",EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p264.s1,Security-V2 고정 후보,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p265.s1,700,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p266.s1,Direct 후보 실행,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p267.s1,70,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,6.3 RQ3: 직접 합성은 후보 실행 비용을 줄이는가?,p268.s1,Instance당 trial,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,30 / 20,p274.s1,Confirmatory locked audit,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
journal_v10,30 / 20,p275.s1,40/40 PASS; retuning 0,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
journal_v10,30 / 20,p276.s1,Catalog/direct total latency,NO,paired_latency,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms",EVIDENCE_REGISTRY,,PASS
journal_v10,30 / 20,p277.s1,"3.1407× (95% CI [2.3423, 4.2153])",NO,paired_latency,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms",EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p279.s1,6.4 CoreLab plan grid와 추가 강건성,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p280.s1,CoreLab 공식 LinearRegression에서 EVA mode 36개와 ELASM mode 36개를 생성했다.,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p280.s2,"EVA 36/36, ELASM 34/36이 암호화 end-to-end에 성공했고, 성공 plan마다 동일한 고유 입력 200개를 실행해 14,000 numerical row를 확보했다.",NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p280.s3,이 workload에는 자연스러운 사전 decision rule이 없어 error-latency plan 분포로만 사용한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p280.s4,"다중 클래스 MLP-100과 LeNet-5-small은 각각 500 validation과 500 audit에서 argmax flip 0이었고, Sobel 400+400, Harris 200+200, CNN-lite 250+250 및 독립 학습 모델 9개에서도 설정 고정 검증을 수행했다.",YES,scoped_non_tabular_extension;training_model_seed_extension;multiclass_argmax_proposition;mlp100_finite_validation_audit;lenet5_small_finite_validation_audit,sobel;harris;cnn_lite;training_seed;docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go;docs/evidence/journal_multiclass_extension_results_v1/summary.json;datasets/journal_multiclass_extension_v1/mnist/input_split_manifest.json,PARTIALLY_SUPPORTED,"BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter | 3 datasets x 3 predeclared independent training/data seeds | finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie | one frozen MNIST MLP-100 model, 1,000 predeclared encrypted test images, scalar-replicated execution | one frozen MNIST LeNet-5-small model, 1,000 predeclared encrypted test images, declared scalar-replicated adapter",EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p283.s3,CoreLab EVA and ELASM error-latency plan grid.,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,6.4 CoreLab plan grid와 추가 강건성,p289.s1,CoreLab EVA/ELASM,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
journal_v10,70 encrypted E2E; ELASM 2 failed,p291.s1,70 encrypted E2E; ELASM 2 failed,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
journal_v10,70 encrypted E2E; ELASM 2 failed,p293.s1,MNIST MLP-100,NO,mlp100_finite_validation_audit,docs/evidence/journal_multiclass_extension_results_v1/summary.json;datasets/journal_multiclass_extension_v1/mnist/input_split_manifest.json,SUPPORTED,"one frozen MNIST MLP-100 model, 1,000 predeclared encrypted test images, scalar-replicated execution",EVIDENCE_REGISTRY,,PASS
journal_v10,70 encrypted E2E; ELASM 2 failed,p295.s1,0/0 argmax flips; SAFE,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
